multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
1016,BP717,1932-01-01,18:45,82.0,60,AV SIEMPRE VIVA,R03,APELADA,22.0,19.0,data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,100.0
1018,3646HBH,2022-08-08,18:45,126.0,60,AV SIEMPRE VIVA,R03,ERROR,66.0,63.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
1019,HAMSTUR,2020-11-27,18:45,71.0,60,AV LIBERTADOR,R03,IMPAGA,11.0,8.0,,,63.64
1021,T0YDR,2023-03-14,18:46,79.0,40,AV SIEMPRE VIVA,,APELADA,39.0,37.0,,,42.11
1022,831MDB,2021-10-03,09:46,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0,,,62.5
1026,81ZFJD,2021-02-08,08:40,119.0,40,RUTA 9,R03,APELADA,79.0,77.0,,,72.73
1027,HF3461,1932-01-01,08:40,117.0,60,AV SIEMPRE VIVA,,APELADA,57.0,54.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1032,MVU4688,2020-01-22,09:46,138.0,60,RUTA 9,R03,IMPAGA,78.0,75.0,data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1033,DI2LOT,2022-05-15,08:41,114.0,40,AV SIEMPRE VIVA,,APELADA,74.0,72.0,,,42.86
1035,VY90540,2023-09-24,08:41,118.0,40,AV LIBERTADOR,R02,PAGADA,78.0,76.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
1037,HF58HXP,2021-03-22,00:00,91.0,80,RUTA 9,R01,IMPAGA,11.0,7.0,data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
1043,M20CPR,1932-01-01,00:00,140.0,60,AV LIBERTADOR,R03,APELADA,80.0,77.0,,,66.67
1046,9999868,1932-01-01,14:38,101.0,60,RUTA 9,R02,APELADA,41.0,38.0,,,71.43
1048,41RSTZ,1932-01-01,14:38,118.0,60,AV SIEMPRE VIVA,R01,PAGADA,58.0,55.0,,,75.0
1049,GOOGLE,1932-01-01,09:47,86.0,40,AV SIEMPRE VIVA,R01,ERROR,46.0,44.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
1050,GOOGLE,2023-07-04,00:00,69.0,60,AV LIBERTADOR,,APELADA,9.0,6.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
1053,691XC80,1932-01-01,08:41,129.0,60,AV LIBERTADOR,R03,ERROR,69.0,66.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
1058,BM351,2023-10-20,09:47,135.0,80,AV LIBERTADOR,,IMPAGA,55.0,51.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
1062,UM96201,2023-10-08,18:47,93.0,60,AV LIBERTADOR,R03,PAGADA,33.0,30.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
1063,409,2024-02-01,14:39,126.0,80,RUTA 9,R01,IMPAGA,46.0,42.0,,,50.0
1064,RFH373,2021-07-09,18:47,117.0,80,AV LIBERTADOR,R01,ERROR,37.0,33.0,,,36.36
1065,HF3461,1932-01-01,08:42,120.0,80,AV SIEMPRE VIVA,,PAGADA,40.0,36.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1068,GOOGLE,2023-05-04,14:39,45.0,40,AV SIEMPRE VIVA,,PAGADA,5.0,3.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
1069,GLEN1E,1932-01-01,08:42,61.0,40,AV LIBERTADOR,,PAGADA,21.0,19.0,,,46.15
1074,T0YDR,2023-10-10,09:48,157.0,80,AV SIEMPRE VIVA,R02,IMPAGA,77.0,73.0,,,42.11
1077,DK414N,1932-01-01,08:42,119.0,80,RUTA 9,R02,ERROR,39.0,35.0,,,61.54
1079,UW3932,2022-11-27,18:48,141.0,80,AV LIBERTADOR,R01,IMPAGA,61.0,57.0,,,46.15
1080,WEFLYN,1932-01-01,14:39,148.0,80,RUTA 9,R01,APELADA,68.0,64.0,,,50.0
1081,YLO8WUE,2022-08-07,14:40,97.0,40,RUTA 9,,PAGADA,57.0,55.0,,,46.15
1082,AWS167,2023-03-17,09:48,131.0,60,AV SIEMPRE VIVA,R03,ERROR,71.0,68.0,,,76.92
1085,81ZFJD,2023-06-08,18:48,123.0,80,AV LIBERTADOR,R01,IMPAGA,43.0,39.0,,,72.73
1087,GN64OTP,2023-05-19,09:48,101.0,40,AV LIBERTADOR,,IMPAGA,61.0,59.0,,,57.14
1088,990XYK,2024-01-21,18:48,85.0,80,AV SIEMPRE VIVA,R01,ERROR,5.0,1.0,,,40.0
1089,UW3932,2021-03-02,08:43,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0,,,46.15
1090,6611172,2024-02-06,00:00,136.0,80,AV SIEMPRE VIVA,R03,PAGADA,56.0,52.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1091,FVIOUHP,2022-05-08,14:40,142.0,80,AV LIBERTADOR,R01,APELADA,62.0,58.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
1094,TL03GOG,2022-01-07,14:40,113.0,60,RUTA 9,R01,PAGADA,53.0,50.0,,,46.15
1095,GE1466,2021-02-15,14:41,86.0,40,RUTA 9,R03,PAGADA,46.0,44.0,,,66.67
1097,M431ZW,1932-01-01,00:00,69.0,60,AV LIBERTADOR,R02,PAGADA,9.0,6.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1101,6EVY261,2022-03-09,18:49,47.0,40,AV SIEMPRE VIVA,R01,APELADA,7.0,5.0,,,58.33
1102,FD1475,2023-06-12,09:49,140.0,80,RUTA 9,R02,ERROR,60.0,56.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
1105,W326AVE,2023-08-20,14:41,96.0,40,AV LIBERTADOR,,ERROR,56.0,54.0,data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
1108,GN64OTP,1932-01-01,18:49,85.0,60,RUTA 9,R03,ERROR,25.0,22.0,,,57.14
1109,T0YDR,2023-11-04,14:41,90.0,80,AV LIBERTADOR,,ERROR,10.0,6.0,,,42.11
1113,INTIGR8,2022-07-15,00:00,95.0,40,AV SIEMPRE VIVA,R02,PAGADA,55.0,53.0,,,66.67
1115,6EVY261,1932-01-01,00:00,121.0,80,AV LIBERTADOR,,ERROR,41.0,37.0,,,58.33
1117,BHRP770,2020-01-14,09:49,158.0,80,RUTA 9,,APELADA,78.0,74.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
1120,T0YDR,2020-09-28,18:50,68.0,40,AV LIBERTADOR,R03,IMPAGA,28.0,26.0,,,42.11
1125,3646HBH,2021-03-08,08:44,142.0,80,AV LIBERTADOR,,ERROR,62.0,58.0,data/raw/imgs/urban_flow_plates/d3729058c6a4186e_patente.jpg,3646HBH,100.0
1126,DK414N,2022-05-22,08:44,88.0,40,RUTA 9,R03,ERROR,48.0,46.0,,,61.54
1127,2999961,2023-11-10,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1128,INTIGR8,2023-05-25,00:00,114.0,60,AV SIEMPRE VIVA,R02,APELADA,54.0,51.0,,,66.67
1129,XIIUME,1932-01-01,14:42,158.0,80,AV SIEMPRE VIVA,R03,IMPAGA,78.0,74.0,data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XLLUME,100.0
1137,AWS167,1932-01-01,18:50,56.0,40,RUTA 9,R01,ERROR,16.0,14.0,,,76.92
1138,NAN,2020-06-28,00:00,91.0,80,AV LIBERTADOR,R02,ERROR,11.0,7.0,,,40.0
1139,GLEN1E,1932-01-01,14:42,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0,,,46.15
1140,990XYK,2021-06-10,18:50,103.0,40,AV SIEMPRE VIVA,,PAGADA,63.0,61.0,,,40.0
1141,J1S1,1932-01-01,00:00,91.0,40,AV SIEMPRE VIVA,R03,APELADA,51.0,49.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
1145,6611172,2022-05-11,00:00,150.0,80,AV LIBERTADOR,,ERROR,70.0,66.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1147,AI7OVF,2020-03-16,14:42,114.0,60,AV LIBERTADOR,R01,ERROR,54.0,51.0,data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AL70VF,83.33
1148,WU08YWC,2021-03-01,14:42,146.0,80,AV LIBERTADOR,R03,IMPAGA,66.0,62.0,,,42.86
1149,BB8986,2020-05-03,09:51,73.0,60,RUTA 9,,ERROR,13.0,10.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
1150,9999868,2023-12-29,08:45,123.0,80,AV LIBERTADOR,,PAGADA,43.0,39.0,,,71.43
1155,6NCE831,2023-11-18,08:45,140.0,80,RUTA 9,,IMPAGA,60.0,56.0,,,66.67
1156,M431ZW,2021-08-20,00:00,114.0,60,AV SIEMPRE VIVA,R03,PAGADA,54.0,51.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1162,6NCE831,2022-02-10,08:46,62.0,40,AV LIBERTADOR,R01,PAGADA,22.0,20.0,,,66.67
1164,AWS167,2020-02-03,08:46,85.0,40,RUTA 9,R01,IMPAGA,45.0,43.0,,,76.92
1165,409,2023-03-20,09:51,111.0,40,AV LIBERTADOR,R03,IMPAGA,71.0,69.0,,,50.0
1166,PIW4215,1932-01-01,08:46,109.0,80,AV SIEMPRE VIVA,,APELADA,29.0,25.0,,,47.62
1167,81ZFJD,2021-10-18,09:51,113.0,40,AV SIEMPRE VIVA,R02,IMPAGA,73.0,71.0,,,72.73
1169,2999961,2023-12-02,00:00,155.0,80,RUTA 9,R02,APELADA,75.0,71.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1170,81ZFJD,2023-02-06,00:00,116.0,60,AV SIEMPRE VIVA,R02,IMPAGA,56.0,53.0,,,72.73
1172,YLO8WUE,1932-01-01,08:47,108.0,40,AV LIBERTADOR,,IMPAGA,68.0,66.0,,,46.15
1173,2999961,2023-04-13,14:43,112.0,80,RUTA 9,,PAGADA,32.0,28.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1176,409,2020-06-01,08:47,90.0,80,RUTA 9,R03,APELADA,10.0,6.0,,,50.0
1181,NHZ1002,2020-11-13,18:51,71.0,40,RUTA 9,R03,APELADA,31.0,29.0,,,33.33
1184,HK06YMX,1932-01-01,18:52,116.0,60,AV SIEMPRE VIVA,R01,ERROR,56.0,53.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
1186,WEFLYN,1932-01-01,09:52,121.0,60,AV LIBERTADOR,R03,ERROR,61.0,58.0,,,50.0
1190,FD1475,2022-03-04,00:00,58.0,40,AV LIBERTADOR,R03,ERROR,18.0,16.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
1191,WU08YWC,2020-01-05,00:00,86.0,80,AV SIEMPRE VIVA,R01,PAGADA,6.0,2.0,,,42.86
1193,CT5B876,1932-01-01,18:52,46.0,40,RUTA 9,R03,ERROR,6.0,4.0,data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,85.71
1194,MPX9357,1932-01-01,14:44,143.0,80,AV SIEMPRE VIVA,,ERROR,63.0,59.0,data/raw/imgs/urban_flow_plates/182268e1f8c6525f_patente.jpg,MPX9357,100.0
1195,AI7OVF,1932-01-01,09:52,60.0,40,RUTA 9,R01,IMPAGA,20.0,18.0,data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AL70VF,83.33
1197,GOOGLE,2023-02-13,08:47,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
1200,WU08YWC,1932-01-01,14:44,111.0,60,RUTA 9,R01,IMPAGA,51.0,48.0,,,42.86
1203,BB8986,1932-01-01,00:00,104.0,60,AV LIBERTADOR,R01,APELADA,44.0,41.0,data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,100.0
1204,HF3461,1932-01-01,18:53,94.0,80,AV SIEMPRE VIVA,R01,PAGADA,14.0,10.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1208,6611172,2020-05-07,18:53,61.0,40,AV LIBERTADOR,R03,ERROR,21.0,19.0,data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,100.0
1209,GN64OTP,2021-07-13,09:53,118.0,80,AV LIBERTADOR,R02,PAGADA,38.0,34.0,,,57.14
1211,WEFLYN,2022-11-22,09:53,105.0,40,AV SIEMPRE VIVA,,APELADA,65.0,63.0,,,50.0
1221,BM351,2020-05-20,00:00,125.0,80,AV SIEMPRE VIVA,R02,ERROR,45.0,41.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
1224,PIW4215,2023-08-04,14:44,134.0,80,AV SIEMPRE VIVA,,PAGADA,54.0,50.0,,,47.62
1226,XIIUME,2021-02-10,09:53,98.0,80,AV LIBERTADOR,,PAGADA,18.0,14.0,data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XLLUME,100.0
1230,GCP332,2020-06-08,09:54,111.0,40,AV LIBERTADOR,R01,IMPAGA,71.0,69.0,data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
1231,BHRP770,2022-11-12,14:44,115.0,60,AV LIBERTADOR,R02,APELADA,55.0,52.0,data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,100.0
1236,T0YDR,1932-01-01,00:00,120.0,60,AV SIEMPRE VIVA,R02,PAGADA,60.0,57.0,,,42.11
1242,409,2021-12-25,00:00,107.0,60,AV LIBERTADOR,R02,PAGADA,47.0,44.0,,,50.0
1246,WEFLYN,2023-03-05,08:49,46.0,40,RUTA 9,R02,ERROR,6.0,4.0,,,50.0
1248,VTIIAHV,1932-01-01,14:45,49.0,40,RUTA 9,,PAGADA,9.0,7.0,,,76.92
1249,81ZFJD,2021-05-19,00:00,120.0,40,RUTA 9,,ERROR,80.0,78.0,,,72.73
1251,6EVY261,2023-01-05,14:45,133.0,60,AV SIEMPRE VIVA,,ERROR,73.0,70.0,,,58.33
1254,HF58HXP,2023-07-28,00:00,86.0,80,AV SIEMPRE VIVA,R03,IMPAGA,6.0,2.0,data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,85.71
1255,T0YDR,2020-12-01,09:54,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,76.0,,,42.11
1256,BX55DOG,2023-02-18,00:00,156.0,80,AV SIEMPRE VIVA,,ERROR,76.0,72.0,,,71.43
1257,J1S1,2023-08-09,08:50,60.0,40,AV LIBERTADOR,R01,IMPAGA,20.0,18.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
1258,AWS167,2020-11-05,09:55,107.0,40,AV SIEMPRE VIVA,R01,APELADA,67.0,65.0,,,76.92
1259,691XC80,2022-11-29,00:00,117.0,80,AV LIBERTADOR,,APELADA,37.0,33.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
1260,FD1475,2022-01-23,08:50,79.0,60,AV SIEMPRE VIVA,R02,IMPAGA,19.0,16.0,data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,90.91
1263,M431ZW,2021-02-19,09:55,120.0,60,RUTA 9,R03,APELADA,60.0,57.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1264,M431ZW,2021-09-19,08:50,132.0,60,AV LIBERTADOR,R01,ERROR,72.0,69.0,data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,83.33
1266,990XYK,2022-05-24,18:55,109.0,40,RUTA 9,R01,PAGADA,69.0,67.0,,,40.0
1270,UW3932,2023-07-14,08:51,117.0,80,RUTA 9,R03,IMPAGA,37.0,33.0,,,46.15
1272,WU341A,2022-02-03,08:51,76.0,40,AV SIEMPRE VIVA,R02,ERROR,36.0,34.0,,,50.0
1273,GN64OTP,2021-12-23,00:00,78.0,40,AV LIBERTADOR,R01,IMPAGA,38.0,36.0,,,57.14
1276,6EVY261,2021-10-24,00:00,107.0,80,AV LIBERTADOR,R02,PAGADA,27.0,23.0,,,58.33
1277,DK414N,2022-10-01,14:46,103.0,80,AV SIEMPRE VIVA,,IMPAGA,23.0,19.0,,,61.54
1279,UW3932,2022-06-13,00:00,68.0,40,RUTA 9,,IMPAGA,28.0,26.0,,,46.15
1280,81ZFJD,2022-03-05,08:51,103.0,40,RUTA 9,,APELADA,63.0,61.0,,,72.73
1281,FVIOUHP,2021-12-23,09:56,113.0,80,AV LIBERTADOR,,IMPAGA,33.0,29.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
1283,NAN,1932-01-01,00:00,90.0,60,AV SIEMPRE VIVA,R03,IMPAGA,30.0,27.0,,,40.0
1284,5777770,2022-04-11,18:56,64.0,40,AV SIEMPRE VIVA,R02,IMPAGA,24.0,22.0,data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,100.0
1286,NHZ1002,2020-05-20,08:52,79.0,40,AV SIEMPRE VIVA,R03,IMPAGA,39.0,37.0,,,33.33
1289,NHZ1002,2021-10-15,14:46,146.0,80,RUTA 9,R02,ERROR,66.0,62.0,,,33.33
1294,TL03GOG,1932-01-01,00:00,87.0,40,RUTA 9,R01,PAGADA,47.0,45.0,,,46.15
1295,990XYK,2021-08-08,18:56,141.0,80,AV LIBERTADOR,,IMPAGA,61.0,57.0,,,40.0
1301,589222,2020-12-17,14:47,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,62.0,59.0,data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
1302,589222,2022-04-03,18:56,64.0,60,RUTA 9,R01,ERROR,4.0,1.0,data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,100.0
1304,8B90638,2021-01-11,09:56,94.0,80,RUTA 9,R02,APELADA,14.0,10.0,,,54.55
1305,BM351,2020-08-12,08:53,81.0,40,AV LIBERTADOR,R02,PAGADA,41.0,39.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
1306,810TCH,2020-05-01,00:00,72.0,40,RUTA 9,,PAGADA,32.0,30.0,,,54.55
1309,2999961,2023-12-05,14:47,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1310,DK414N,2023-11-26,09:56,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,69.0,,,61.54
1313,CD05601,1932-01-01,14:47,100.0,80,AV LIBERTADOR,R01,ERROR,20.0,16.0,,,57.14
1315,831MDB,2022-06-12,08:54,76.0,60,AV LIBERTADOR,R02,ERROR,16.0,13.0,,,62.5
1316,GOOGLE,2023-12-10,09:56,79.0,40,AV SIEMPRE VIVA,,IMPAGA,39.0,37.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
1317,B81JKY,2023-08-27,08:54,96.0,60,AV LIBERTADOR,,IMPAGA,36.0,33.0,,,72.73
1318,GCP332,2023-02-09,09:56,125.0,80,AV LIBERTADOR,R03,APELADA,45.0,41.0,data/raw/imgs/urban_flow_plates/d648b2ae1abc09f3_patente.jpg,G0GCP332,85.71
1321,UW3932,1932-01-01,14:48,43.0,40,RUTA 9,R03,IMPAGA,3.0,1.0,,,46.15
1322,GOOGLE,1932-01-01,00:00,92.0,60,AV LIBERTADOR,,APELADA,32.0,29.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
1326,VY90540,2022-09-24,18:57,145.0,80,AV LIBERTADOR,R03,APELADA,65.0,61.0,data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente_1.jpg,VY90540,100.0
1328,W326AVE,2023-04-13,14:48,126.0,80,AV LIBERTADOR,R02,ERROR,46.0,42.0,data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
1329,GOOGLE,2020-03-31,18:57,46.0,40,AV LIBERTADOR,R01,PAGADA,6.0,4.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
1330,VNK296GP,2020-05-12,08:54,107.0,80,RUTA 9,R01,APELADA,27.0,23.0,,,75.0
1331,NTHGLFT,1932-01-01,00:00,102.0,80,AV LIBERTADOR,R02,IMPAGA,22.0,18.0,,,37.84
1332,UM96201,2021-03-27,18:57,91.0,60,AV LIBERTADOR,R02,APELADA,31.0,28.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
1335,OUTSTDN,2023-10-27,00:00,58.0,40,RUTA 9,R01,PAGADA,18.0,16.0,,,53.85
1336,NHZ1002,2023-08-22,09:57,96.0,40,AV LIBERTADOR,R01,ERROR,56.0,54.0,,,33.33
1337,MVU4688,2023-12-26,18:57,122.0,60,AV LIBERTADOR,R03,IMPAGA,62.0,59.0,data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,100.0
1339,RFH373,1932-01-01,09:57,72.0,40,AV SIEMPRE VIVA,,IMPAGA,32.0,30.0,,,36.36
1340,9999868,2021-03-22,08:55,128.0,80,AV SIEMPRE VIVA,R03,APELADA,48.0,44.0,,,71.43
1342,GLEN1E,2022-03-15,09:57,130.0,60,AV SIEMPRE VIVA,R01,ERROR,70.0,67.0,,,46.15
1346,CBMUK,2023-12-03,08:55,117.0,80,AV SIEMPRE VIVA,,IMPAGA,37.0,33.0,,,42.86
1348,NTHGLFT,2021-11-28,14:48,98.0,60,AV LIBERTADOR,,PAGADA,38.0,35.0,,,37.84
1349,GOOGLE,2023-12-31,18:58,49.0,40,RUTA 9,R02,PAGADA,9.0,7.0,data/raw/imgs/urban_flow_plates/593e594137f374ab.jpg,SGOOGLE,92.31
1351,691XC80,1932-01-01,18:58,78.0,60,AV LIBERTADOR,,APELADA,18.0,15.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
1352,B81JKY,2020-12-21,00:00,117.0,80,RUTA 9,R01,IMPAGA,37.0,33.0,,,72.73
1354,W326AVE,2021-11-01,14:48,117.0,60,RUTA 9,R03,IMPAGA,57.0,54.0,data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,100.0
1359,0695DVH,2020-12-29,09:58,126.0,60,AV SIEMPRE VIVA,R03,PAGADA,66.0,63.0,,,66.67
1361,6NCE831,2022-04-10,08:55,75.0,60,AV LIBERTADOR,R01,IMPAGA,15.0,12.0,,,66.67
1368,VNK296GP,2022-02-01,08:56,68.0,60,AV LIBERTADOR,,IMPAGA,8.0,5.0,,,75.0
1369,J1S1,2023-07-29,18:59,98.0,80,AV SIEMPRE VIVA,R03,ERROR,18.0,14.0,data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,100.0
1370,CBMUK,2023-01-25,09:58,112.0,80,AV SIEMPRE VIVA,R03,APELADA,32.0,28.0,,,42.86
1372,CBMUK,1932-01-01,09:59,126.0,80,RUTA 9,R03,ERROR,46.0,42.0,,,42.86
1373,41RSTZ,2022-10-08,14:48,43.0,40,AV LIBERTADOR,R01,ERROR,3.0,1.0,,,75.0
1374,HAMSTUR,2020-12-11,08:56,107.0,80,RUTA 9,R02,ERROR,27.0,23.0,,,63.64
1379,HK06YMX,2020-02-04,14:49,91.0,60,RUTA 9,,PAGADA,31.0,28.0,data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,85.71
1380,BM351,2021-03-08,08:56,90.0,80,RUTA 9,R01,PAGADA,10.0,6.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
1381,BM351,1932-01-01,14:49,107.0,40,AV LIBERTADOR,R01,APELADA,67.0,65.0,data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,100.0
1383,M20CPR,2020-05-18,19:00,99.0,60,AV LIBERTADOR,,APELADA,39.0,36.0,,,66.67
1387,6NCE831,2022-02-06,09:59,136.0,80,AV SIEMPRE VIVA,,PAGADA,56.0,52.0,,,66.67
1388,2999961,1932-01-01,14:50,118.0,80,AV LIBERTADOR,R03,IMPAGA,38.0,34.0,data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,100.0
1389,VTIIAHV,1932-01-01,08:57,57.0,40,RUTA 9,R03,ERROR,17.0,15.0,,,76.92
1391,UM96201,2023-01-08,08:57,94.0,80,RUTA 9,R03,PAGADA,14.0,10.0,data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,100.0
1394,41RSTZ,2022-06-02,08:57,137.0,80,AV LIBERTADOR,R01,ERROR,57.0,53.0,,,75.0
1396,CBMUK,2023-11-29,08:57,69.0,40,RUTA 9,R02,PAGADA,29.0,27.0,,,42.86
1398,TL03GOG,2023-03-15,14:50,86.0,60,RUTA 9,R01,IMPAGA,26.0,23.0,,,46.15
1399,XIIUME,1932-01-01,00:00,105.0,40,AV LIBERTADOR,R02,IMPAGA,65.0,63.0,data/raw/imgs/urban_flow_plates/64de505bd2bac82b_patente.jpg,XLLUME,100.0
1401,DI2LOT,2020-11-14,19:00,98.0,80,AV LIBERTADOR,,APELADA,18.0,14.0,,,42.86
1409,691XC80,2023-12-12,00:00,145.0,80,AV LIBERTADOR,R02,PAGADA,65.0,61.0,data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,100.0
1410,HF3461,1932-01-01,00:00,65.0,60,AV SIEMPRE VIVA,,PAGADA,5.0,2.0,data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,100.0
1411,AWS167,1932-01-01,19:01,126.0,80,AV LIBERTADOR,,ERROR,46.0,42.0,,,76.92
1412,GE1466,2022-07-11,14:51,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,54.0,,,66.67
1414,HAMSTUR,2023-11-21,14:51,147.0,80,AV SIEMPRE VIVA,R02,IMPAGA,67.0,63.0,,,63.64
1416,FVIOUHP,2020-07-13,10:00,100.0,80,AV LIBERTADOR,R03,ERROR,20.0,16.0,data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVLDUHP,85.71
